"S1Code","S1long","S1lat","S2Code","S2long","S2lat","JacDissim","JacSim"
"TS4","53.217668","30.233939","MS11","51.33366667","30.35426667","0.5","0.5"
"TS4","53.217668","30.233939","MS20","51.33611667","30.353","0.333333333333333","0.666666666666667"
"TS4","53.217668","30.233939","TJ1","52.93935833","29.83546667","0.5","0.5"
"TS4","53.217668","30.233939","TK1","52.50527778","29.58277778","0.375","0.625"
"TS4","53.217668","30.233939","TM1","52.96494722","29.81067222","0.6","0.4"
"TS4","53.217668","30.233939","TK2","52.44198611","29.91753611","0.5","0.5"
"TS4","53.217668","30.233939","TRA","53.05774722","30.11208333","0.6","0.4"
"TS4","53.217668","30.233939","TB2","52.59","30.08","0.285714285714286","0.714285714285714"
"TS4","53.217668","30.233939","B","54.40972222","28.64277778","0.571428571428572","0.428571428571428"
"TS4","53.217668","30.233939","TJ2","52.884524","29.944845","0.75","0.25"
"TS4","53.217668","30.233939","TM2","52.67156944","30.17562222","0.333333333333333","0.666666666666667"
"TS4","53.217668","30.233939","TNU","51.52121667","30.1224","0.5","0.5"
"TS4","53.217668","30.233939","TQA","52.76638889","29.17416667","0.2","0.8"
"TS4","53.217668","30.233939","TS1","52.44638889","28.85666667","0.166666666666667","0.833333333333333"
